edge_mean,edge_max,coherence_mean,novelty_mean,risk_mean,identity_mean,globe_count,hrv,eda,emg,resp,imu,temp
0.17479914136795788,0.27209707353363016,0.32972063757293246,0.01718232913569922,0.5215438815472838,0.5816653990968635,0,0.4979678579874716,0.4627363076938116,0.26407414923718914,0.4273601183437737,0.26376395383784634,0.43968228277332433
0.19016382126872405,0.29340922892963206,0.3378046434238789,0.03479403246759468,0.5404983094976679,0.5674825689691227,0,0.49672914833365833,0.46698017524080915,0.26442083210068784,0.42890597527924285,0.2673270178986566,0.42688677516002466
0.20703832338873873,0.31457932495328045,0.34681283998381096,0.05602460817128217,0.5582822740479118,0.5529841569838109,0,0.4955054417822823,0.47119151584832497,0.26476581742590344,0.43043932297311316,0.10054536222936866,0.4677325737957495
0.22450395929764144,0.3370521630660514,0.35569916006856506,0.08167942052507021,0.5789966178262076,0.536842834827143,0,0.49430094003609515,0.4753612056097913,0.2651090784973449,0.43195665335027683,0.48455740365900013,0.48471917558934763
0.24282284854127553,0.36070243730651447,0.3647166344773036,0.11105205798368423,0.5998545038163329,0.5199179631230564,0,0.49311982265691284,0.47948016859119147,0.2654505887330462,0.4334544767865781,0.43292563444458765,0.4739007927980136
0.26223662606064535,0.39395451185676417,0.37390183914928854,0.14273164750006445,0.6214717720780913,0.5020796827835458,0,0.4919662371736552,0.48353939826390385,0.26579032168662553,0.4349293303522005,0.4523990239737045,0.4834185586947916
0.28255452786354845,0.4297991844833644,0.383131334538522,0.17711523315682579,0.643624806691329,0.4833027971255629,0,0.4908442892617384,0.4875299787829457,0.26612825104933263,0.436377785995592,0.4038222345830021,0.40101282248737957
0.30283410839741365,0.44907244658121537,0.3929649274667739,0.21504743764964857,0.6660925498687766,0.46366637956180995,0,0.4897580330171882,0.49144310605998986,0.26646435065208657,0.4377964586484572,0.41493634973923393,0.4265599298631993
0.32345769311377637,0.4648602279527373,0.40293739810005835,0.2565040742055644,0.6904100759886653,0.4427701119601939,0,0.48871146134861654,0.4952701085810116,0.2667985944675021,0.4391820142325299,0.6216211043807213,0.49778720220838424
0.3449445276644467,0.4859787047892845,0.41296498758001965,0.2989133746838919,0.7131955518544063,0.42186564506418434,1,0.4877084965099236,0.4990024679190293,0.2671309566119051,0.4405311775490743,0.18103797555184287,0.444250829687387
0.3678225184916767,0.5127180006797315,0.4231380260973853,0.34452528933201354,0.734080004961144,0.40027248970392565,1,0.4867529807962536,0.5026318388931272,0.2674614113473373,0.44184074003234064,0.22809776785067176,0.5001886956897783
0.3914510289147097,0.541322359561137,0.43397290697363045,0.3920655199987445,0.7502317206485208,0.3776725744761805,2,0.4858486674253483,0.5061500693257872,0.2677899330835491,0.443107567348525,0.4935665076981376,0.47503041638107457
0.412859979995282,0.5621874473770809,0.4454903079462602,0.43579439609221243,0.7619533432639098,0.35521408930561904,2,0.484999211625995,0.5095492193515118,0.2681164963799814,0.44432860682214753,0.363223692981183,0.4901858257125944
0.4320321023105378,0.5707837279749387,0.45701470161637625,0.46749896869700347,0.7642544257288584,0.33298722993253216,5,0.48420816195478045,0.5128215802307854,0.2684410759477358,0.44550089467217735,0.3969036444325163,0.45662499725580025
0.4472700345120567,0.5645059568691171,0.4684436861137813,0.4876975319051982,0.7623399590612774,0.3113702072095513,5,0.48347895186181655,0.515959692624599,0.26876364665153274,0.44662156304068074,0.37421215468907537,0.4609500259758851
0.4593230660068913,0.556714612839657,0.4799650207194242,0.501645062181388,0.7587441451916808,0.2904266069120185,5,0.48281489152551116,0.5189563642860402,0.269084183511658,0.4476878467972657,0.32867920515826715,0.43473255702542835
0.47015637913615643,0.5641557409042841,0.4916899245423766,0.5148699274319295,0.7538812777634287,0.27027144530274916,5,0.4822191599758189,0.5218046871268448,0.26940266170589755,0.44869709010312453,0.29445176914720755,0.45829269215063817
0.4803916320794584,0.5739060192489747,0.502812490936063,0.5261729460637613,0.7488516241338363,0.2508355938310342,5,0.4816947975247231,0.5244980536182824,0.269719056571459,0.4496467527190524,0.2471099504414705,0.43256624077368055
0.488813737845307,0.5843579003734438,0.514442537195186,0.5356917416489366,0.7431253767612136,0.23183966661629066,7,0.48124469852196416,0.5270301724873385,0.27003334360688214,0.4505344160424265,0.42388733878527823,0.497955378480605
0.49592606418072915,0.5928138786974997,0.5255330177070436,0.5434527270894585,0.7375113206477979,0.2132400878932934,7,0.4808716044532621,0.5293950836708274,0.27034549847393596,0.4513577888587733,0.5154942095990658,0.42834987324238083
0.5016497844084157,0.6011918329598533,0.5362691154841039,0.5493340801497135,0.7319540471178982,0.1972948824172767,11,0.48057809739746343,0.5315871724918363,0.2706554969995037,0.452114712794232,0.3097749840435936,0.4031257306178299
0.5059019984554678,0.6093517792281322,0.5472036189203497,0.5536177993486786,0.7260593157710628,0.18315874145313604,11,0.4803665938581882,0.53360118302475,0.2709633151774543,0.45280316745593513,0.33133899666963174,0.44501050808098547
0.509359319673748,0.6142874081760392,0.5593451321198402,0.5574386091134956,0.7192779847885258,0.16995732555688692,11,0.48023933898466653,0.535432230617035,0.271268929170502,0.45342127524806386,0.3063684454903587,0.4464722314240728
0.5118661528123909,0.6158665991861821,0.5711230202349464,0.5601864965462453,0.7125896407381154,0.15720730282946715,11,0.48019840119552293,0.5370758135379667,0.27157231531205184,0.453967305852114,0.39956746067322674,0.4899159709771463
0.5140425536569561,0.6170387420807635,0.5827015044734378,0.5633262119204088,0.7060784208566373,0.14615794110554647,11,0.4802456672183124,0.5385278237265625,0.2718734501080326,0.45443968036070154,0.4501596811141439,0.44313258853118387
0.5158510571510804,0.6181183630426466,0.5942888040403955,0.565484844843521,0.6994946131759299,0.13700187241536757,11,0.4803828375566228,0.5397845566131221,0.2721723102387163,0.45483697505506393,0.3336798656077849,0.5205108071777511
0.5171804638291473,0.6190935983117491,0.6054424577860614,0.5677124737743461,0.6931900591816627,0.12824391231184426,10,0.4806114223955382,0.5408427199909835,0.27246887256052366,0.45515792481725925,0.3036438283898068,0.4679688620073572
